sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,Placed
209,F,75.96,Others,64.42,Others,Commerce,59.64,Comm&Mgmt,Yes,66.15,Mkt&Fin,64.75,Not Placed,349749.259823577,No
210,M,86.48,Others,58.2,Others,Commerce,82.03,Arts,Yes,87.3,Mkt&HR,75.58,Placed,437761,Yes
211,F,56.61,Others,87.29,Others,Arts,98.07,Comm&Mgmt,No,93.94,Mkt&Fin,93.34,Not Placed,349749.259823577,No
212,F,50.77,Others,67.35,Central,Commerce,93.95,Arts,No,69.31,Mkt&Fin,63.19,Not Placed,349749.259823577,No
213,F,74.17,Others,66.35,Others,Commerce,59.27,Sci&Tech,No,74,Mkt&HR,76.82,Placed,390275,Yes
214,M,53.57,Central,74.71,Others,Science,98.18,Comm&Mgmt,Yes,68.09,Mkt&Fin,79.92,Placed,349749.259823577,Yes
215,F,94.27,Others,61.17,Others,Arts,57.85,Comm&Mgmt,No,72.62,Mkt&Fin,81.71,Placed,349749.259823577,Yes
216,M,62.57,Central,58.33,Central,Science,78.63,Comm&Mgmt,No,55.16,Mkt&Fin,67.44,Placed,349749.259823577,Yes
217,M,52.03,Central,76.52,Others,Arts,51.59,Arts,Yes,58.73,Mkt&HR,97.94,Placed,349749.259823577,Yes
218,M,76.84,Central,63.13,Others,Arts,54.79,Arts,No,73.11,Mkt&HR,72.14,Not Placed,349749.259823577,No
219,M,91.91,Central,65.59,Central,Science,74.58,Arts,No,80.01,Mkt&HR,87.37,Not Placed,201139,No
220,F,62.81,Others,53.81,Others,Arts,64.57,Comm&Mgmt,Yes,86.5,Mkt&HR,92.62,Placed,349749.259823577,Yes
221,M,66.16,Others,53.67,Others,Commerce,97,Arts,Yes,60.92,Mkt&Fin,76.32,Not Placed,349749.259823577,No
222,M,94.05,Others,82.68,Others,Science,73.47,Sci&Tech,No,52.11,Mkt&HR,55.61,Not Placed,349749.259823577,No
223,M,77.76,Others,76.27,Others,Commerce,56.05,Comm&Mgmt,Yes,75.85,Mkt&HR,85.93,Not Placed,349749.259823577,No
224,M,73.69,Central,85.94,Central,Arts,78.91,Sci&Tech,No,96.87,Mkt&HR,60.89,Placed,240938,Yes
225,M,53.39,Others,83.58,Others,Commerce,87.98,Comm&Mgmt,No,71.61,Mkt&Fin,54.41,Not Placed,349749.259823577,No
226,F,90.3,Others,65.69,Central,Commerce,71.86,Sci&Tech,No,76.34,Mkt&HR,60.26,Not Placed,349749.259823577,No
227,F,73.55,Central,73.49,Others,Commerce,97.11,Arts,Yes,61.53,Mkt&HR,68.75,Placed,349749.259823577,Yes
228,M,79.06,Others,96.71,Others,Arts,77.62,Comm&Mgmt,Yes,73.23,Mkt&Fin,80.21,Placed,349749.259823577,Yes
229,M,61.09,Others,73.74,Central,Commerce,84.72,Arts,Yes,92.19,Mkt&Fin,88.31,Placed,349749.259823577,Yes
230,F,75.38,Central,78.67,Central,Arts,50.93,Arts,No,60.89,Mkt&Fin,85.15,Placed,349749.259823577,Yes
231,M,61.24,Central,54.01,Central,Science,54.19,Comm&Mgmt,Yes,68.33,Mkt&Fin,68.62,Not Placed,268815,No
232,M,56.31,Central,63.67,Central,Arts,85.83,Comm&Mgmt,Yes,62.86,Mkt&Fin,84.27,Placed,403210,Yes
233,F,70.37,Central,66.34,Central,Science,61.35,Sci&Tech,Yes,83.85,Mkt&Fin,50.47,Placed,349749.259823577,Yes
234,M,97.4,Central,86.5,Central,Science,70.9,Comm&Mgmt,Yes,60.07,Mkt&HR,92.04,Placed,349749.259823577,Yes
235,F,99.04,Central,64.48,Others,Arts,90.42,Comm&Mgmt,Yes,55.81,Mkt&Fin,52.66,Not Placed,349749.259823577,No
236,F,71.71,Central,78.43,Central,Science,79.14,Sci&Tech,Yes,71.03,Mkt&HR,90,Placed,349749.259823577,Yes
237,F,69.95,Others,99.05,Central,Commerce,90.94,Sci&Tech,No,59.33,Mkt&HR,52,Not Placed,349749.259823577,No
238,M,80.4,Central,93.45,Others,Science,87.29,Arts,Yes,60.35,Mkt&HR,67.54,Not Placed,349749.259823577,No
239,F,70.82,Central,69.21,Central,Commerce,71.82,Arts,No,58.31,Mkt&HR,96.83,Not Placed,349749.259823577,No
240,F,79.22,Central,67.75,Central,Science,55.46,Comm&Mgmt,No,60.13,Mkt&HR,79.06,Placed,349749.259823577,Yes
241,F,95.75,Central,78.66,Others,Commerce,65.07,Sci&Tech,Yes,81.32,Mkt&Fin,68.63,Placed,408645,Yes
242,M,95.87,Others,91.49,Others,Commerce,59.75,Arts,No,64.3,Mkt&Fin,82.4,Not Placed,349749.259823577,No
243,F,52.16,Others,75.32,Central,Science,59.95,Comm&Mgmt,No,53.05,Mkt&Fin,71.35,Not Placed,349749.259823577,No
244,F,81.5,Central,77.69,Central,Commerce,78.01,Sci&Tech,No,72.22,Mkt&Fin,58.13,Not Placed,349749.259823577,No
245,M,79.15,Central,59.53,Central,Arts,51.21,Comm&Mgmt,No,65.31,Mkt&Fin,69.94,Placed,349749.259823577,Yes
246,M,91.89,Central,59.14,Others,Science,73.15,Comm&Mgmt,No,50.06,Mkt&Fin,94.88,Not Placed,349749.259823577,No
247,F,94.34,Others,99.18,Others,Science,84.56,Comm&Mgmt,Yes,71.77,Mkt&Fin,93.02,Placed,349749.259823577,Yes
248,M,81.41,Central,80.61,Others,Commerce,70.61,Sci&Tech,Yes,92.63,Mkt&HR,62.25,Not Placed,349749.259823577,No
249,F,75.9,Others,78.74,Central,Arts,90.27,Comm&Mgmt,Yes,50.36,Mkt&HR,93.7,Placed,349749.259823577,Yes
250,M,54.54,Central,54.44,Others,Arts,74.01,Comm&Mgmt,No,50.17,Mkt&Fin,69.96,Not Placed,338643,No
251,F,64.73,Others,61.68,Others,Science,68.21,Comm&Mgmt,No,56.36,Mkt&Fin,70.09,Not Placed,349749.259823577,No
252,F,59.39,Others,70.12,Central,Arts,90.45,Arts,No,90.14,Mkt&Fin,52.13,Placed,349749.259823577,Yes
253,F,71.27,Others,65.81,Others,Commerce,89.26,Sci&Tech,No,73.48,Mkt&Fin,60.35,Not Placed,313693,No
254,M,70.4,Others,59.44,Others,Commerce,94.97,Arts,Yes,95.23,Mkt&Fin,65.95,Placed,349749.259823577,Yes
255,F,57.18,Others,68.84,Central,Arts,50.93,Sci&Tech,Yes,56.64,Mkt&HR,80.15,Not Placed,215321,No
256,M,75.53,Others,94.4,Others,Science,59.75,Sci&Tech,No,65.3,Mkt&Fin,68.24,Placed,333239,Yes
257,M,68.4,Others,63.84,Central,Science,62.44,Comm&Mgmt,No,74.06,Mkt&Fin,95.77,Not Placed,349749.259823577,No
258,F,96.78,Central,86.92,Others,Commerce,87.26,Sci&Tech,No,51.45,Mkt&HR,63.52,Placed,349749.259823577,Yes
259,M,79.39,Central,94.79,Central,Arts,75.68,Comm&Mgmt,Yes,76.73,Mkt&HR,85.56,Not Placed,369978,No
260,M,99.4,Others,70.02,Central,Arts,89.95,Arts,No,98.25,Mkt&HR,97.89,Placed,349749.259823577,Yes
261,F,55.36,Central,82.71,Central,Science,99.16,Comm&Mgmt,Yes,89.21,Mkt&HR,93.05,Placed,349749.259823577,Yes
262,M,75.4,Central,58.14,Central,Science,71.46,Comm&Mgmt,No,76.33,Mkt&HR,67.91,Placed,332564,Yes
263,F,84.35,Central,84.99,Others,Commerce,72.05,Comm&Mgmt,No,98.72,Mkt&HR,86.05,Not Placed,349749.259823577,No
264,M,67.97,Others,66.29,Central,Arts,61.94,Sci&Tech,No,67.58,Mkt&Fin,67.24,Placed,349749.259823577,Yes
265,F,67.35,Central,77.18,Others,Commerce,65.38,Arts,Yes,99.54,Mkt&Fin,71.78,Not Placed,349749.259823577,No
266,M,76.46,Central,81.27,Others,Arts,66.06,Comm&Mgmt,Yes,91.52,Mkt&Fin,67.02,Not Placed,349749.259823577,No
267,M,75.41,Central,67.91,Others,Science,86.77,Sci&Tech,Yes,57.81,Mkt&Fin,83.73,Not Placed,487613,No
268,M,76.56,Others,56.91,Others,Commerce,63.15,Sci&Tech,Yes,99.93,Mkt&HR,99.46,Not Placed,254290,No
269,F,80.68,Central,55.13,Central,Commerce,87.81,Sci&Tech,No,71.3,Mkt&Fin,78.43,Not Placed,349749.259823577,No
270,F,87.43,Others,92.44,Others,Science,78.13,Comm&Mgmt,No,87.17,Mkt&HR,63.83,Placed,349749.259823577,Yes
271,F,63.22,Others,96.82,Others,Arts,75.7,Sci&Tech,No,57.5,Mkt&HR,59.99,Placed,366706,Yes
272,F,56.44,Others,87.8,Others,Science,78.84,Comm&Mgmt,Yes,76.25,Mkt&Fin,98.14,Not Placed,349749.259823577,No
273,F,73.83,Central,77.65,Others,Science,64.26,Comm&Mgmt,No,59.91,Mkt&HR,72.91,Not Placed,349749.259823577,No
274,M,85.92,Central,82.87,Others,Commerce,86.38,Sci&Tech,No,53.71,Mkt&HR,64.82,Not Placed,349749.259823577,No
275,M,67.86,Central,59.6,Central,Arts,57.88,Arts,Yes,85.96,Mkt&Fin,61.89,Placed,349749.259823577,Yes
276,F,76.98,Central,83.9,Central,Commerce,82.62,Arts,Yes,57.08,Mkt&Fin,86.13,Placed,349749.259823577,Yes
277,F,55.98,Others,55.81,Central,Arts,82.24,Arts,Yes,55.28,Mkt&Fin,56.36,Not Placed,349749.259823577,No
278,F,63.39,Central,75.05,Central,Arts,95.49,Sci&Tech,Yes,77.31,Mkt&HR,65.12,Placed,349749.259823577,Yes
279,M,50.18,Others,71.62,Central,Arts,66.49,Arts,No,96.42,Mkt&HR,50.18,Placed,251612,Yes
280,F,67.96,Central,85.64,Others,Commerce,98.3,Arts,Yes,98.35,Mkt&HR,94.76,Not Placed,349749.259823577,No
281,F,90.43,Central,51.2,Central,Commerce,99.06,Sci&Tech,Yes,76.7,Mkt&HR,75.74,Placed,478442,Yes
282,F,74.77,Central,94.47,Others,Commerce,96.65,Comm&Mgmt,No,65.19,Mkt&Fin,94.46,Not Placed,349749.259823577,No
283,F,82,Central,53.1,Others,Science,95.9,Sci&Tech,Yes,86.41,Mkt&HR,85.21,Not Placed,349749.259823577,No
284,F,59.81,Others,93.2,Central,Arts,54.06,Arts,Yes,66.94,Mkt&HR,55.75,Placed,229303,Yes
285,M,80.29,Others,75.64,Others,Arts,65.72,Comm&Mgmt,No,97.76,Mkt&HR,87.28,Not Placed,349749.259823577,No
286,M,94.3,Others,68.16,Central,Arts,72.21,Sci&Tech,No,83.49,Mkt&HR,51.61,Not Placed,349749.259823577,No
287,F,86.51,Central,96.44,Others,Arts,94.51,Arts,Yes,92.15,Mkt&Fin,95.57,Not Placed,349749.259823577,No
288,F,52.74,Others,54.52,Central,Arts,72.56,Sci&Tech,No,56.56,Mkt&HR,92.07,Placed,349749.259823577,Yes
289,M,60.46,Others,68.58,Central,Science,87.61,Comm&Mgmt,No,93.65,Mkt&HR,50.27,Placed,349749.259823577,Yes
290,F,76.11,Central,63.17,Others,Science,95.55,Arts,No,67.97,Mkt&HR,74.36,Not Placed,241485,No
291,M,69.54,Central,71.01,Others,Arts,77.53,Comm&Mgmt,Yes,52.04,Mkt&Fin,87.62,Placed,434436,Yes
292,M,64.53,Others,91.92,Central,Science,90.7,Comm&Mgmt,Yes,91.35,Mkt&HR,77.12,Not Placed,349749.259823577,No
293,M,70.09,Central,53.46,Others,Commerce,59.88,Sci&Tech,Yes,84.4,Mkt&HR,73.49,Placed,349749.259823577,Yes
294,F,83.74,Others,97.45,Others,Commerce,73.27,Arts,Yes,97,Mkt&HR,99.77,Placed,349749.259823577,Yes
295,M,88.45,Central,59.45,Central,Commerce,72.71,Arts,Yes,68.56,Mkt&HR,55.58,Placed,349749.259823577,Yes
296,F,87.13,Others,70.11,Central,Arts,74.47,Comm&Mgmt,Yes,71.72,Mkt&Fin,62.47,Not Placed,349749.259823577,No
297,F,90.99,Central,83.16,Central,Arts,70.02,Arts,Yes,70.27,Mkt&HR,91.41,Not Placed,349749.259823577,No
298,M,69.66,Others,72.68,Central,Arts,83.51,Comm&Mgmt,No,73.24,Mkt&HR,59.76,Placed,252577,Yes
299,F,72.57,Others,92.15,Others,Arts,56.19,Sci&Tech,Yes,79.07,Mkt&HR,53.28,Placed,349749.259823577,Yes
300,F,68.7,Central,66.42,Central,Science,84.45,Arts,Yes,74.69,Mkt&HR,63.83,Not Placed,408439,No
301,M,51.7,Central,64.44,Others,Science,62.2,Sci&Tech,No,96.33,Mkt&HR,51.41,Not Placed,349749.259823577,No
302,F,70.18,Central,86.59,Central,Science,91.75,Sci&Tech,No,79.92,Mkt&HR,78.7,Not Placed,349749.259823577,No
303,F,87.61,Central,52.58,Central,Arts,88.25,Arts,No,95.34,Mkt&HR,60.91,Not Placed,349749.259823577,No
304,M,67.79,Central,65.68,Others,Arts,86.64,Sci&Tech,Yes,93.47,Mkt&HR,94.46,Not Placed,200231,No
305,F,57.24,Central,87.24,Others,Arts,64.43,Comm&Mgmt,No,54.24,Mkt&Fin,56.31,Not Placed,349749.259823577,No
306,M,85.39,Central,75.27,Central,Commerce,90.04,Arts,Yes,90.58,Mkt&Fin,58.46,Placed,349749.259823577,Yes
307,M,75.99,Others,82.25,Central,Arts,75.47,Arts,Yes,60.89,Mkt&Fin,61.4,Placed,284672,Yes
308,F,94.99,Others,99.68,Others,Arts,87.09,Comm&Mgmt,Yes,67.09,Mkt&HR,97.49,Not Placed,349749.259823577,No
309,F,88.38,Others,84.23,Central,Arts,86.2,Arts,Yes,72.33,Mkt&Fin,81.97,Placed,370638,Yes
310,M,70.5,Central,95.23,Others,Science,71.88,Arts,No,80.84,Mkt&HR,62.71,Placed,349749.259823577,Yes
311,M,89.79,Others,55.13,Central,Commerce,79.84,Sci&Tech,No,69.17,Mkt&HR,56.06,Placed,349749.259823577,Yes
312,F,52.04,Central,93.69,Central,Science,50.86,Arts,Yes,63.97,Mkt&HR,78.16,Not Placed,349749.259823577,No
313,M,73.79,Others,72.52,Others,Science,54.27,Sci&Tech,No,94.77,Mkt&HR,88.63,Not Placed,453594,No
314,M,83.18,Central,55.04,Others,Arts,66.18,Arts,No,66.73,Mkt&HR,53.79,Placed,349749.259823577,Yes
315,M,99.96,Others,72.95,Others,Science,62.34,Sci&Tech,Yes,93.43,Mkt&Fin,89.99,Not Placed,244914,No
316,F,99.78,Others,80.8,Others,Commerce,91.55,Arts,Yes,72.32,Mkt&HR,59.11,Placed,349749.259823577,Yes
317,M,71.74,Central,67.27,Central,Commerce,97.31,Sci&Tech,No,99.53,Mkt&HR,96.84,Not Placed,349749.259823577,No
318,M,58.99,Central,83.58,Central,Arts,70.06,Sci&Tech,Yes,92.52,Mkt&HR,66.8,Placed,349749.259823577,Yes
319,M,75.66,Others,93.08,Others,Science,77.97,Sci&Tech,Yes,85.73,Mkt&Fin,77.84,Not Placed,327238,No
320,F,87.34,Central,63.27,Central,Commerce,60.55,Arts,No,80.04,Mkt&Fin,60.14,Not Placed,349749.259823577,No
321,M,51.61,Central,62.5,Others,Arts,57.51,Comm&Mgmt,Yes,69.63,Mkt&HR,91.46,Placed,349749.259823577,Yes
322,F,66.04,Others,89.38,Central,Commerce,90.05,Arts,Yes,88.7,Mkt&HR,69.29,Not Placed,349749.259823577,No
323,M,53.86,Others,91.8,Central,Arts,65.45,Arts,No,79.79,Mkt&HR,61.63,Not Placed,355697,No
324,M,60.08,Others,57.07,Central,Arts,50.16,Comm&Mgmt,Yes,98.14,Mkt&Fin,84.95,Not Placed,349749.259823577,No
325,F,86.71,Others,66.7,Central,Arts,88.96,Arts,Yes,71.79,Mkt&Fin,78.97,Placed,349749.259823577,Yes
326,M,73.29,Central,88.87,Others,Science,73.07,Sci&Tech,Yes,95.66,Mkt&HR,82.06,Placed,349749.259823577,Yes
327,F,84.7,Central,90.4,Others,Science,90.67,Comm&Mgmt,No,71.3,Mkt&Fin,69.64,Not Placed,349749.259823577,No
328,F,95.23,Central,91.96,Others,Commerce,93.45,Comm&Mgmt,Yes,62.03,Mkt&Fin,92.24,Not Placed,217163,No
329,M,85.48,Central,77.01,Central,Commerce,69.22,Sci&Tech,No,57.44,Mkt&Fin,57.34,Not Placed,349749.259823577,No
330,F,57.61,Others,92.25,Others,Arts,98.6,Comm&Mgmt,No,87.81,Mkt&Fin,78.38,Not Placed,349749.259823577,No
331,M,69.71,Central,90.68,Central,Science,96.37,Arts,No,91.22,Mkt&Fin,78.66,Placed,440921,Yes
332,M,68.59,Central,77.14,Others,Arts,91.15,Arts,No,81.32,Mkt&Fin,66.3,Not Placed,349749.259823577,No
333,M,54.83,Central,98.59,Central,Commerce,58.96,Sci&Tech,No,92.46,Mkt&HR,53.19,Placed,349749.259823577,Yes
334,F,87.31,Others,52.95,Central,Science,96.38,Sci&Tech,Yes,82.93,Mkt&Fin,92.7,Placed,349749.259823577,Yes
335,M,95.42,Others,58.98,Central,Commerce,74.64,Sci&Tech,Yes,83.55,Mkt&HR,67.32,Placed,349749.259823577,Yes
336,M,92.88,Others,70.11,Others,Commerce,57.67,Sci&Tech,No,72.94,Mkt&Fin,63.88,Placed,349749.259823577,Yes
337,M,80.33,Central,53.16,Central,Arts,78.49,Comm&Mgmt,Yes,58.34,Mkt&HR,98.95,Not Placed,488538,No
338,F,62.66,Central,84.39,Others,Arts,80.48,Sci&Tech,Yes,60.42,Mkt&HR,99.63,Placed,349749.259823577,Yes
339,M,88.81,Central,77.69,Others,Commerce,52.12,Arts,Yes,84.69,Mkt&Fin,50.13,Placed,349749.259823577,Yes
340,M,64.11,Central,70.92,Central,Science,52.43,Comm&Mgmt,Yes,56.25,Mkt&HR,70.49,Placed,349749.259823577,Yes
341,F,52.02,Others,59.9,Central,Science,88.37,Arts,Yes,87.85,Mkt&Fin,74.18,Placed,349749.259823577,Yes
342,F,99.95,Others,70.93,Others,Science,99.18,Comm&Mgmt,No,56.12,Mkt&HR,53.67,Placed,349749.259823577,Yes
343,M,68.52,Others,63.49,Others,Commerce,65.43,Sci&Tech,Yes,73.5,Mkt&Fin,90.6,Not Placed,349749.259823577,No
344,M,87.64,Central,53.4,Central,Commerce,95.69,Sci&Tech,No,64.21,Mkt&Fin,54.52,Placed,349749.259823577,Yes
345,F,78.13,Central,77.21,Central,Arts,84.78,Sci&Tech,No,63.5,Mkt&HR,61.05,Placed,349749.259823577,Yes
346,M,69.64,Central,61.78,Others,Commerce,86.56,Comm&Mgmt,Yes,53.36,Mkt&HR,82.92,Placed,349749.259823577,Yes
347,M,94.72,Central,57.48,Others,Commerce,85.4,Comm&Mgmt,No,76.25,Mkt&HR,53.17,Not Placed,219367,No
348,F,57.51,Others,62.02,Others,Commerce,93.55,Comm&Mgmt,No,59.08,Mkt&HR,69.34,Not Placed,349749.259823577,No
349,M,72.54,Others,77.29,Others,Science,68.16,Sci&Tech,No,96.79,Mkt&Fin,81.11,Not Placed,349749.259823577,No
350,M,97.88,Central,63.25,Others,Arts,81.68,Comm&Mgmt,Yes,99.75,Mkt&Fin,68.33,Not Placed,271227,No
351,F,80.55,Others,70.53,Central,Science,51.47,Comm&Mgmt,Yes,73.26,Mkt&Fin,97.2,Not Placed,308629,No
352,F,92.95,Central,52.37,Others,Commerce,60.85,Comm&Mgmt,Yes,80.9,Mkt&Fin,68.38,Placed,349749.259823577,Yes
353,F,88.26,Central,51,Central,Science,58.44,Arts,Yes,64.89,Mkt&Fin,50.51,Not Placed,349749.259823577,No
354,F,63.17,Central,92.87,Central,Commerce,58.29,Sci&Tech,No,57.55,Mkt&HR,56,Placed,407306,Yes
355,F,61.27,Central,65.79,Others,Science,89.23,Arts,No,94.3,Mkt&HR,74.21,Not Placed,349749.259823577,No
356,F,57.3,Central,89.11,Central,Commerce,99.75,Arts,No,56.4,Mkt&Fin,96.43,Not Placed,349749.259823577,No
357,M,68.42,Others,74.88,Others,Science,51.47,Sci&Tech,Yes,97.91,Mkt&Fin,53.62,Not Placed,349749.259823577,No
358,M,86.6,Central,98.81,Central,Science,50.74,Arts,Yes,54.92,Mkt&HR,54.22,Placed,207267,Yes
359,F,63.89,Central,60.95,Others,Commerce,70.43,Sci&Tech,No,63.49,Mkt&HR,87.77,Placed,352095,Yes
360,M,68.5,Central,83.81,Central,Science,79.54,Comm&Mgmt,No,77.37,Mkt&HR,68.34,Placed,349749.259823577,Yes
361,F,51.09,Others,87.13,Others,Arts,95.87,Arts,Yes,73.54,Mkt&HR,83.76,Placed,349749.259823577,Yes
362,M,70.74,Others,64.69,Others,Science,76.6,Comm&Mgmt,Yes,65.56,Mkt&Fin,86.08,Not Placed,349749.259823577,No
363,M,59.75,Central,76.22,Central,Commerce,92.56,Comm&Mgmt,Yes,69.62,Mkt&HR,89.6,Placed,349749.259823577,Yes
364,M,56.18,Others,80.34,Others,Arts,65.3,Sci&Tech,Yes,92.93,Mkt&Fin,91.21,Not Placed,349749.259823577,No
365,M,77.8,Others,93.34,Others,Arts,55.68,Sci&Tech,Yes,73.39,Mkt&HR,82.82,Not Placed,349749.259823577,No
366,M,85.05,Central,92.11,Others,Commerce,57.84,Comm&Mgmt,No,99.96,Mkt&HR,90.93,Not Placed,349749.259823577,No
367,F,81.91,Central,80.61,Others,Arts,51.13,Sci&Tech,No,76.89,Mkt&Fin,64.45,Not Placed,349749.259823577,No
368,M,81.11,Central,58.03,Central,Arts,69.16,Arts,No,63.24,Mkt&Fin,59.61,Not Placed,349749.259823577,No
369,F,85.06,Others,98.14,Central,Science,59.28,Comm&Mgmt,Yes,87.39,Mkt&Fin,82.96,Not Placed,349749.259823577,No
370,M,59.97,Central,81.72,Others,Commerce,71.15,Comm&Mgmt,Yes,80.71,Mkt&Fin,56.64,Placed,431245,Yes
371,M,91.27,Others,64.34,Others,Science,58.03,Arts,No,75.35,Mkt&Fin,53.21,Not Placed,349749.259823577,No
372,F,76.56,Others,70.36,Central,Arts,74.32,Comm&Mgmt,No,51.59,Mkt&HR,80.24,Not Placed,349749.259823577,No
373,F,64.44,Central,84.07,Others,Science,88.35,Arts,No,71.66,Mkt&Fin,88.89,Placed,349749.259823577,Yes
374,M,71.02,Others,81.06,Others,Commerce,88.29,Sci&Tech,No,83.24,Mkt&Fin,76.47,Not Placed,349749.259823577,No
375,F,52.66,Central,95.15,Central,Science,50.15,Comm&Mgmt,No,85.9,Mkt&Fin,80.56,Placed,349749.259823577,Yes
376,M,58.23,Others,54.47,Central,Commerce,51.66,Comm&Mgmt,Yes,99.23,Mkt&Fin,81.71,Not Placed,349749.259823577,No
377,F,59.13,Others,83.02,Others,Science,66.25,Sci&Tech,Yes,70.72,Mkt&Fin,98.7,Not Placed,349749.259823577,No
378,F,93.87,Central,58.4,Central,Arts,98.5,Sci&Tech,Yes,97.61,Mkt&HR,51.5,Not Placed,349749.259823577,No
379,F,53.63,Others,96.54,Others,Science,85.67,Comm&Mgmt,Yes,59.15,Mkt&HR,54.29,Placed,349749.259823577,Yes
380,F,77.46,Central,53.92,Central,Arts,57.25,Comm&Mgmt,Yes,91.19,Mkt&HR,76.33,Placed,280649,Yes
381,F,77.34,Others,96.97,Others,Science,79.04,Arts,Yes,86.82,Mkt&Fin,77.32,Placed,349749.259823577,Yes
382,F,64.49,Central,62.46,Others,Science,76.59,Sci&Tech,Yes,98.51,Mkt&Fin,77.27,Not Placed,349749.259823577,No
383,M,74.36,Central,57.13,Others,Science,93.35,Sci&Tech,No,64.85,Mkt&Fin,88.79,Not Placed,349749.259823577,No
384,M,85.84,Others,63.03,Central,Commerce,50.36,Arts,No,70.33,Mkt&Fin,99.39,Placed,349749.259823577,Yes
385,F,57.16,Others,71.09,Others,Science,56.26,Comm&Mgmt,No,61.87,Mkt&Fin,86.58,Placed,349749.259823577,Yes
386,F,70.48,Others,84.63,Central,Commerce,62.41,Arts,No,58.47,Mkt&Fin,67.08,Not Placed,349749.259823577,No
387,M,99.66,Central,79.13,Central,Commerce,63.41,Sci&Tech,Yes,83.72,Mkt&HR,80.41,Placed,349749.259823577,Yes
388,F,92.39,Others,55.14,Central,Arts,50.56,Sci&Tech,Yes,77.86,Mkt&Fin,67.06,Placed,349749.259823577,Yes
389,F,76.18,Others,90.8,Central,Arts,70.06,Sci&Tech,No,63.82,Mkt&HR,57.74,Placed,349749.259823577,Yes
390,F,62.82,Central,83.01,Others,Commerce,70.78,Comm&Mgmt,No,90.87,Mkt&Fin,75.22,Not Placed,349749.259823577,No
391,M,85.76,Central,75.29,Others,Science,65.75,Sci&Tech,No,50.33,Mkt&Fin,55.82,Placed,349749.259823577,Yes
392,M,60.44,Others,73.71,Central,Science,79.51,Comm&Mgmt,No,74.06,Mkt&Fin,81.2,Not Placed,349749.259823577,No
393,F,68.19,Central,64.75,Others,Commerce,66.15,Comm&Mgmt,No,96.37,Mkt&HR,95.28,Not Placed,349749.259823577,No
394,F,51.73,Central,62.7,Central,Commerce,53.8,Arts,No,55.52,Mkt&HR,66.79,Placed,453494,Yes
395,F,95.37,Central,63.77,Central,Arts,99.08,Arts,No,98.41,Mkt&HR,79.71,Not Placed,349749.259823577,No
396,F,86.73,Others,79.81,Central,Science,89.31,Comm&Mgmt,Yes,72.65,Mkt&Fin,63.3,Not Placed,349749.259823577,No
397,F,76.58,Central,86.59,Others,Commerce,56.43,Comm&Mgmt,No,50.59,Mkt&Fin,63.1,Not Placed,349749.259823577,No
398,M,59.6,Central,99.08,Central,Arts,91.96,Comm&Mgmt,Yes,90.72,Mkt&HR,61.45,Placed,349749.259823577,Yes
399,F,51.51,Others,66.52,Central,Science,56.19,Comm&Mgmt,No,98.22,Mkt&Fin,83.67,Placed,390223,Yes
400,M,95.73,Others,70.56,Others,Arts,93.49,Arts,No,98.33,Mkt&HR,88.89,Not Placed,458762,No
401,F,69.47,Others,98.47,Others,Arts,99.38,Arts,Yes,96.87,Mkt&HR,69.93,Not Placed,301968,No
402,M,89.23,Others,67.5,Others,Science,86.63,Comm&Mgmt,Yes,98.29,Mkt&HR,51.11,Placed,283397,Yes
403,M,65.16,Central,55.75,Central,Commerce,64.22,Arts,No,97.22,Mkt&Fin,83.29,Placed,349749.259823577,Yes
404,M,62.3,Central,72.11,Central,Commerce,63.1,Sci&Tech,No,56.9,Mkt&Fin,82.99,Placed,349749.259823577,Yes
405,M,72.61,Others,75.66,Central,Commerce,91.45,Sci&Tech,No,79.92,Mkt&HR,77.88,Not Placed,349749.259823577,No
406,F,77.13,Central,81.21,Central,Science,95.17,Arts,No,63.32,Mkt&HR,82.79,Placed,349749.259823577,Yes
407,M,69.43,Others,72.74,Central,Commerce,70.61,Comm&Mgmt,Yes,91.21,Mkt&HR,61.53,Placed,349749.259823577,Yes
408,F,63.78,Others,84.94,Central,Arts,70.45,Comm&Mgmt,Yes,67.2,Mkt&HR,94.14,Not Placed,417277,No
409,F,85.89,Central,51.69,Others,Arts,81.21,Arts,Yes,81.3,Mkt&Fin,90.26,Not Placed,322188,No
410,F,68.45,Others,88.63,Others,Arts,79.5,Arts,No,79.89,Mkt&Fin,94.48,Not Placed,349749.259823577,No
411,F,92.91,Central,77.08,Central,Arts,66.02,Sci&Tech,No,70.99,Mkt&Fin,57.07,Placed,349749.259823577,Yes
412,F,75.18,Others,86.44,Central,Arts,75.3,Sci&Tech,Yes,81.53,Mkt&HR,90.63,Not Placed,349749.259823577,No
413,M,98.89,Others,97.68,Central,Science,64.51,Sci&Tech,Yes,58.22,Mkt&Fin,90.8,Placed,349749.259823577,Yes
414,M,68.14,Others,85.78,Others,Arts,80.87,Arts,Yes,89.4,Mkt&Fin,97.17,Placed,282678,Yes
415,M,62.2,Central,85.09,Others,Commerce,76.86,Sci&Tech,No,94.3,Mkt&Fin,81.91,Placed,349749.259823577,Yes
